Date,Open,High,Low,Close,Volume
2024-18-14,40.74,43.02,37.25,41.65,2428174
2024-18-15,42.88,47.52,40.28,47.14,2558960
2024-18-16,47.3,52.29,44.57,46.03,338906
2024-18-17,46.49,47.57,41.64,46.31,2552225
2024-18-18,47.22,48.95,43.34,46.97,343154
2024-18-19,46.8,49.08,46.09,47.51,1159600
2024-18-20,49.06,49.53,48.52,48.79,2679476
2024-18-21,48.54,49.35,46.3,48.05,1126759
2024-18-22,47.66,50.98,44.19,48.37,294661
2024-18-23,46.72,49.63,45.34,47.79,1788819
2024-18-24,45.86,46.41,43.78,45.01,542967
2024-18-25,43.84,45.22,40.08,45.15,1423710
2024-18-26,46.85,50.11,45.04,45.15,2234127
2024-18-27,45.46,49.21,41.09,42.65,242121
2024-18-28,43.82,47.42,41.47,43.65,1932292
2024-18-29,42.47,44.76,41.26,41.34,1373860
2024-18-30,41.83,42.46,38.1,40.83,2408558
2024-19-01,40.65,42.65,36.14,42.5,1783753
2024-19-02,44.04,44.6,42.75,43.17,2634114
2024-19-03,44.97,48.32,41.56,44.5,2840591
2024-19-04,43.69,46.77,43.08,45.25,1533182
2024-19-05,45.5,47.58,41.27,43.44,1889449
2024-19-06,42.48,45.62,41.22,42.97,924745
2024-19-07,43.96,46.24,41.37,41.62,1003506
2024-19-08,42.97,45.05,39.94,43.58,1524666
2024-19-09,44.57,47.55,43.16,46.26,2454221
2024-19-10,45.89,46.84,45.57,46.53,2552020
2024-19-11,45.83,49.52,41.07,43.39,2478808
2024-19-12,42.76,47.54,40.99,47.03,2173876
2024-19-13,47.68,49.27,43.61,45.99,709055
2024-19-14,44.38,44.81,41.96,43.55,1943994
2024-19-15,43.83,48.61,41.94,47.0,415986
2024-19-16,45.04,47.86,44.03,45.42,1006039
2024-19-17,44.94,46.45,43.02,44.86,201327
2024-19-18,45.02,47.13,42.88,46.23,2727221
2024-19-19,47.72,52.4,46.32,47.4,593741
2024-19-20,49.04,52.3,48.71,49.4,187706
2024-19-21,49.36,52.9,49.03,52.2,1486836
2024-19-22,51.05,54.63,47.49,49.9,1016025
2024-19-23,51.28,54.85,50.95,54.53,2490625
2024-19-24,53.66,56.29,51.74,54.24,2624844
2024-19-25,54.72,55.64,49.89,51.85,1945694
2024-19-26,53.4,54.44,52.32,53.58,818908
2024-19-27,53.47,56.57,51.6,55.43,1435909
2024-19-28,56.92,58.21,54.97,55.71,2905231
2024-19-29,53.9,57.44,53.4,56.8,2378529
2024-19-30,58.56,58.88,56.8,58.03,2163102
2024-20-01,58.43,62.77,57.93,58.42,187692
2024-20-02,60.06,63.21,57.2,57.46,740389
2024-20-03,58.24,59.99,55.8,57.01,2454404
2024-20-04,55.09,56.49,54.87,56.37,1357137
2024-20-05,55.41,55.69,53.72,54.89,1226882
2024-20-06,53.58,54.56,52.92,54.03,896633
2024-20-07,53.28,57.74,49.46,54.62,2865800
2024-20-08,54.4,58.05,53.03,57.13,1619418
2024-20-09,57.15,59.6,54.41,57.18,1039398
2024-20-10,56.32,57.94,54.24,56.64,264603
2024-20-11,57.12,58.69,56.0,58.34,2435929
2024-20-12,59.07,62.59,55.3,58.61,1766830
2024-20-13,58.61,59.9,55.62,58.42,916521
2024-20-14,56.72,58.11,51.86,55.26,2259288
2024-20-15,55.48,55.87,53.89,54.6,416886
2024-20-16,54.73,55.47,50.37,54.44,2782302
2024-20-17,55.44,57.79,50.49,57.03,2581066
2024-20-18,58.08,61.12,55.08,56.13,2046102
2024-20-19,57.11,58.47,54.51,58.22,2835979
2024-20-20,58.39,60.21,55.42,58.45,174857
2024-20-21,56.5,60.16,51.86,56.87,1118248
2024-20-22,57.92,59.72,53.12,56.81,524931
2024-20-23,58.72,59.8,57.62,59.36,1038619
2024-20-24,60.39,60.86,60.03,60.69,689332
2024-20-25,61.85,65.09,58.1,64.3,2805178
2024-20-26,66.13,67.87,64.69,67.32,873572
2024-20-27,66.6,67.35,66.37,67.04,2462131
2024-20-28,66.26,70.68,62.91,65.92,2817304
2024-20-29,64.66,67.24,59.81,61.59,1269761
2024-20-30,60.67,61.83,60.07,60.51,1094810
2024-21-01,60.03,64.72,56.64,57.61,2757489
2024-21-02,58.29,61.5,56.25,60.02,2169756
2024-21-03,58.05,60.22,55.03,55.66,1162907
2024-21-04,53.85,54.18,48.93,50.88,1484218
2024-21-05,50.44,55.17,47.15,52.03,955374
2024-21-06,52.03,54.63,48.15,51.81,1101912
2024-21-07,51.6,54.13,51.19,52.79,240320
2024-21-08,51.31,53.35,50.03,51.48,1675752
2024-21-09,52.46,56.31,48.79,49.18,381424
2024-21-10,47.77,48.75,47.39,47.43,2814439
2024-21-11,46.95,47.57,46.53,47.41,2623219
2024-21-12,49.36,53.42,46.32,47.95,854739
2024-21-13,46.71,47.45,45.55,46.77,805084
2024-21-14,45.05,49.22,41.05,44.4,1686171
2024-21-15,44.67,47.31,42.61,44.84,266748
2024-21-16,46.79,47.12,42.72,46.84,1873434
2024-21-17,48.39,51.41,46.31,49.07,2887907
2024-21-18,47.6,49.64,44.0,46.1,551664
2024-21-19,47.73,48.13,46.16,46.74,516250
2024-21-20,47.54,52.18,46.45,48.7,1533457
2024-21-21,49.76,50.5,44.86,49.04,2968737
2024-21-22,48.49,51.6,43.69,50.79,2520501
2024-21-23,52.35,53.88,51.03,52.41,1230722
2024-21-24,54.25,55.14,52.11,53.82,652051
2024-21-25,54.93,58.28,52.65,55.91,974557
2024-21-26,55.2,58.31,54.08,55.97,226605
2024-21-27,55.02,56.97,51.49,52.53,1202292
2024-21-28,51.32,54.19,49.49,49.5,104263
2024-21-29,50.25,53.46,46.97,50.01,2226805
2024-21-30,50.56,51.07,46.92,47.88,2119692
2024-22-01,46.59,49.01,44.11,47.4,1224821
2024-22-02,46.67,48.78,44.97,47.8,2041870
2024-22-03,47.95,51.12,43.36,48.45,951461
2024-22-04,46.95,50.03,43.46,46.23,868647
2024-22-05,46.41,47.54,42.98,44.62,2810601
2024-22-06,42.85,43.52,42.48,42.96,1174425
2024-22-07,43.7,46.53,39.39,42.05,573791
2024-22-08,40.28,43.59,37.8,38.38,2558993
2024-22-09,37.03,37.54,34.28,34.7,2630944
2024-22-10,35.5,39.83,30.89,34.22,2825055
2024-22-11,35.13,39.57,32.27,36.52,325598
2024-22-12,37.23,42.11,35.65,40.65,2754304
2024-22-13,40.35,41.56,38.03,41.04,2121989
2024-22-14,41.45,44.1,38.8,39.11,651728
2024-22-15,38.55,40.5,37.88,40.39,1316654
2024-22-16,38.69,41.81,36.47,37.96,2975097
2024-22-17,37.9,40.01,35.4,37.05,593721
2024-22-18,35.24,37.36,34.66,36.49,731926
2024-22-19,36.27,39.2,35.6,36.43,721298
2024-22-20,36.21,37.83,34.24,37.43,994374
2024-22-21,38.34,38.56,37.33,37.5,780876
2024-22-22,36.04,40.51,32.24,32.77,2931638
2024-22-23,31.39,33.19,30.31,33.14,1279861
2024-22-24,34.88,36.69,33.99,36.1,557756
2024-22-25,36.31,41.19,34.51,37.19,966057
2024-22-26,38.5,43.07,37.44,40.23,1387072
2024-22-27,41.9,43.1,38.61,38.94,759614
2024-22-28,40.73,43.9,38.99,42.54,270894
2024-22-29,43.81,45.16,39.56,42.44,2392382
2024-22-30,43.9,45.29,41.05,42.4,806480
2024-23-01,42.78,44.24,41.42,43.32,1039167
2024-23-02,43.17,43.94,42.51,42.75,1866269
2024-23-03,42.74,46.03,40.79,42.72,838305
2024-23-04,41.62,44.73,40.23,40.63,2220458
2024-23-05,41.02,44.16,37.12,41.4,1913206
2024-23-06,41.03,44.34,39.03,41.21,1635700
2024-23-07,39.7,41.1,37.27,39.42,1225410
2024-23-08,40.62,44.07,36.37,39.34,2795494
2024-23-09,37.52,39.57,34.59,39.42,828622
2024-23-10,41.11,42.76,39.09,39.52,696441
2024-23-11,41.44,44.19,38.22,41.41,2153676
2024-23-12,40.31,44.72,38.42,41.4,945797
2024-23-13,42.6,47.28,38.53,41.2,2111808
2024-23-14,39.32,42.59,35.27,37.66,903259
2024-23-15,35.71,37.92,35.11,37.21,2423873
2024-23-16,35.27,37.65,32.2,33.94,246114
2024-23-17,34.0,36.3,32.56,33.06,2709428
2024-23-18,34.75,39.12,31.79,32.71,2740275
2024-23-19,31.07,33.94,30.4,30.73,1821990
2024-23-20,31.2,32.84,29.48,30.47,1335754
2024-23-21,32.3,36.14,29.0,32.38,1411377
2024-23-22,33.06,34.02,30.32,31.85,2262024
2024-23-23,32.83,37.33,29.71,35.97,1965740
2024-23-24,34.34,35.24,33.91,34.12,1398395
2024-23-25,32.58,33.45,31.57,32.65,2735795
2024-23-26,33.76,35.55,29.5,34.36,104791
2024-23-27,34.33,36.35,29.79,31.18,1559670
2024-23-28,30.25,34.14,27.21,31.83,1832469
2024-23-29,31.14,34.48,28.89,29.12,349395
2024-23-30,29.82,30.53,28.96,29.27,2335158
2024-24-01,29.43,31.98,24.62,26.19,2831024
2024-24-02,25.71,26.67,21.55,26.55,847096
2024-24-03,27.36,31.75,24.79,28.87,2808959
2024-24-04,27.35,28.34,26.04,28.11,121840
2024-24-05,28.01,28.82,26.12,26.77,2819464
2024-24-06,28.16,30.94,26.29,30.75,214371
2024-24-07,30.62,32.6,28.24,31.23,1468964
2024-24-08,33.12,36.67,32.18,34.54,2459709
2024-24-09,33.98,34.34,33.4,33.8,1041460
2024-24-10,35.15,35.49,33.43,34.19,1404954
2024-24-11,35.33,35.81,31.83,34.29,1511145
2024-24-12,33.0,33.71,32.73,33.48,1068039
2024-24-13,32.23,36.35,27.51,29.28,1687155
2024-24-14,28.54,32.43,24.8,27.11,1995425
2024-24-15,27.07,27.7,26.39,27.66,368641
2024-24-16,29.34,32.42,24.54,31.93,817809
2024-24-17,33.34,35.12,28.68,30.12,2025071
2024-24-18,29.33,31.65,25.1,29.56,954963
2024-24-19,27.91,30.1,23.82,24.03,1340436
2024-24-20,23.17,24.77,20.96,24.55,2596000
2024-24-21,25.97,28.16,23.79,25.55,2607751
2024-24-22,24.91,26.2,24.41,24.5,1829516
2024-24-23,23.58,25.18,18.94,22.3,1648204
2024-24-24,20.37,23.81,18.56,21.14,1684219
2024-24-25,19.51,22.7,19.27,21.87,759053
2024-24-26,20.33,20.67,17.82,17.88,219581
2024-24-27,17.32,19.65,14.6,14.72,525486
2024-24-28,14.33,18.53,10.99,11.72,1719746
2024-24-29,12.72,15.34,8.72,14.25,694420
2024-24-30,14.95,17.37,12.19,15.19,2303047
2024-25-01,15.25,20.2,10.63,18.6,2684670
2024-25-02,18.75,21.63,14.29,18.69,656441
2024-25-03,18.19,22.94,17.2,20.43,705365
2024-25-04,22.02,25.87,21.28,24.19,1909504
2024-25-05,22.22,23.5,18.5,22.89,1253931
2024-25-06,24.73,26.89,22.31,26.57,2568517
2024-25-07,28.31,31.04,27.95,29.43,1518402
2024-25-08,28.11,31.09,26.08,28.4,1969091
2024-25-09,26.9,29.75,24.29,25.28,1712403
2024-25-10,24.92,27.39,22.63,25.47,179737
2024-25-11,27.2,31.76,23.02,25.02,1125262
2024-25-12,23.81,28.39,21.3,26.29,2853449
2024-25-13,28.26,29.96,27.97,28.15,978395
2024-25-14,30.11,34.88,25.38,31.63,518180
2024-25-15,30.6,34.58,26.09,28.33,529417
2024-25-16,28.11,29.64,23.56,27.09,636844
2024-25-17,28.08,31.96,25.44,27.21,2302613
2024-25-18,27.62,31.18,23.86,24.86,1179489
2024-25-19,26.74,27.95,25.45,27.85,256548
2024-25-20,29.55,33.79,25.28,32.27,2476832
2024-25-21,32.99,37.43,28.3,35.09,347162
2024-25-22,33.26,33.75,29.55,31.6,2553377
2024-25-23,33.56,35.91,30.12,33.97,1924965
2024-25-24,33.44,36.71,32.91,36.33,1799263
2024-25-25,36.18,37.36,33.81,36.23,2399200
2024-25-26,37.09,38.04,32.15,37.56,1051060
2024-25-27,36.11,40.96,31.97,37.28,661909
2024-25-28,37.99,38.29,33.63,36.47,1386149
2024-25-29,36.92,38.82,35.09,35.36,2885165
2024-25-30,37.32,41.6,34.48,34.85,2058094
2024-26-01,35.27,39.35,30.46,37.68,2036013
2024-26-02,37.52,37.79,34.37,36.55,2667604
2024-26-03,36.01,36.51,32.71,33.94,2161353
2024-26-04,35.88,38.93,31.59,37.26,979430
2024-26-05,37.11,41.62,35.01,35.08,1466581
2024-26-06,36.75,37.24,33.81,34.89,370953
2024-26-07,35.65,36.32,33.98,34.9,621502
2024-26-08,33.27,35.92,31.36,31.57,2707440
2024-26-09,33.48,34.62,30.73,31.61,159777
2024-26-10,31.7,33.9,28.2,30.13,2297749
2024-26-11,30.58,34.13,28.66,30.89,1293600
2024-26-12,32.7,36.62,28.65,36.58,659278
2024-26-13,38.05,41.81,37.58,38.13,505474
2024-26-14,39.49,44.44,35.57,36.97,2478788
2024-26-15,35.4,37.7,32.98,34.79,1410737
2024-26-16,34.83,36.32,29.92,32.38,393502
2024-26-17,33.32,33.63,32.66,32.83,2003928
2024-26-18,33.26,35.0,29.87,34.51,977625
2024-26-19,36.07,40.69,34.65,39.63,476510
2024-26-20,40.03,44.12,37.52,40.9,2987774
2024-26-21,39.41,43.05,36.68,36.69,650727
2024-26-22,34.93,39.39,30.8,35.06,1971913
2024-26-23,35.04,37.39,33.55,36.04,117541
2024-26-24,37.74,41.19,36.98,40.02,1838499
2024-26-25,39.34,43.24,36.36,39.21,2305426
2024-26-26,40.55,44.9,37.05,39.35,459209
2024-26-27,40.43,42.39,39.32,39.32,482199
2024-26-28,40.33,45.24,37.3,37.8,784920
2024-26-29,39.43,43.02,37.63,39.73,1341655
2024-26-30,38.82,39.43,38.53,39.29,770345
2024-27-01,39.26,41.48,37.29,41.28,1415892
2024-27-02,40.51,41.61,38.24,39.8,1591398
2024-27-03,40.24,44.64,39.8,43.2,1075083
2024-27-04,42.49,46.77,38.41,40.11,1339122
2024-27-05,38.73,43.57,34.13,42.85,2369452
2024-27-06,42.82,46.96,38.54,40.36,815373
2024-27-07,39.54,39.94,35.11,36.82,445028
2024-27-08,38.29,38.71,33.54,34.77,2859769
2024-27-09,33.67,35.59,32.04,32.48,516653
2024-27-10,33.71,35.17,29.56,30.93,1749405
2024-27-11,32.23,33.7,29.42,31.03,1111184
2024-27-12,31.89,36.64,28.36,30.21,934874
2024-27-13,28.71,32.99,27.44,32.93,2236218
2024-27-14,33.71,35.91,33.27,33.59,2747192
2024-27-15,34.99,39.42,32.92,39.32,813241
2024-27-16,37.57,39.93,34.68,39.91,1116090
2024-27-17,38.42,39.02,34.36,37.18,2098181
2024-27-18,36.85,41.64,36.58,38.01,201085
2024-27-19,38.39,41.68,34.35,40.41,675425
2024-27-20,40.75,43.12,38.63,40.97,2752972
2024-27-21,42.44,45.91,38.36,42.05,884880
2024-27-22,43.39,47.57,39.32,41.1,1548590
2024-27-23,39.91,42.25,37.51,39.59,668555
2024-27-24,38.75,41.02,34.39,40.81,907423
2024-27-25,42.34,46.97,40.84,44.62,366690
2024-27-26,46.57,51.03,43.63,48.22,2428222
2024-27-27,48.5,49.01,46.08,46.31,1850801
2024-27-28,46.23,47.43,45.62,46.3,2217053
2024-27-29,46.06,46.52,42.07,44.61,1811008
2024-27-30,45.9,49.36,42.24,43.22,2233548
2024-28-01,41.54,43.78,40.68,43.24,2658456
2024-28-02,41.53,43.87,38.06,42.83,2679726
2024-28-03,43.17,46.47,39.93,40.24,937856
2024-28-04,39.63,40.29,35.83,36.44,378781
2024-28-05,35.48,35.9,32.6,33.95,2248212
2024-28-06,32.78,33.96,32.5,32.54,1780255
2024-28-07,31.16,31.43,28.19,28.99,2677539
2024-28-08,27.79,32.68,25.05,30.6,2455818
2024-28-09,29.76,33.61,28.32,32.92,2945158
2024-28-10,31.77,34.61,30.76,32.9,210610
2024-28-11,31.93,35.23,30.24,30.81,266418
2024-28-12,31.14,32.53,30.62,30.98,2918478
2024-28-13,29.55,33.37,28.04,29.98,104465
2024-28-14,31.29,35.5,26.38,31.89,1119084
2024-28-15,32.38,35.37,30.63,32.43,2489805
2024-28-16,31.57,36.52,29.49,30.66,1044078
2024-28-17,31.32,32.69,30.56,30.85,2394408
2024-28-18,30.03,34.5,25.89,26.19,820819
2024-28-19,26.42,29.27,25.09,25.61,1944002
2024-28-20,24.86,25.57,20.16,20.27,1762903
2024-28-21,20.34,22.72,19.28,21.99,457814
2024-28-22,22.77,26.25,18.6,18.66,2873171
2024-28-23,16.98,19.69,15.95,18.35,2617426
2024-28-24,19.53,23.49,17.07,17.97,2225265
2024-28-25,17.83,21.34,16.6,20.08,2555561
2024-28-26,21.81,23.45,20.32,22.68,974681
2024-28-27,21.83,23.82,19.55,22.69,2403295
2024-28-28,21.43,26.21,16.52,21.32,1520244
2024-28-29,21.81,23.86,21.19,21.24,2579906
2024-28-30,22.25,26.54,20.95,25.23,2139718
2024-29-01,25.65,28.89,22.82,26.87,2448891
2024-29-02,25.94,30.27,23.11,23.47,2113506
2024-29-03,25.35,27.86,24.35,26.14,1601920
2024-29-04,25.33,25.66,24.39,25.42,863206
2024-29-05,24.1,26.78,19.12,19.8,1996415
2024-29-06,17.82,22.71,13.26,17.5,2774623
2024-29-07,18.64,23.5,14.33,17.72,1299408
2024-29-08,19.2,19.95,16.41,18.08,2418708
2024-29-09,16.09,19.0,13.85,14.82,2612022
2024-29-10,15.55,17.39,12.88,15.54,2817534
2024-29-11,14.49,16.34,11.92,13.88,975052
2024-29-12,13.63,15.86,10.54,11.98,2700535
2024-29-13,12.53,15.78,7.85,9.25,2697715
2024-29-14,11.16,13.98,9.35,10.53,1931891
2024-29-15,10.52,15.49,7.4,12.44,1705141
2024-29-16,13.92,16.22,11.8,14.35,2293116
2024-29-17,16.01,18.3,14.69,15.24,914593
2024-29-18,13.61,18.55,13.34,13.61,1255852
2024-29-19,15.49,19.48,10.84,11.75,2034437
2024-29-20,9.83,10.82,9.57,9.64,1421786
2024-29-21,9.54,13.68,6.38,11.7,1107314
2024-29-22,12.06,16.63,8.63,10.55,1661624
2024-29-23,10.0,13.66,7.81,10.31,1040427
2024-29-24,9.11,11.67,5.04,6.85,2564398
2024-29-25,5.08,8.23,4.62,5.81,1767971
2024-29-26,6.56,7.85,3.05,5.86,235048
2024-29-27,5.19,10.17,2.81,6.56,845012
2024-29-28,5.56,9.33,0.6,8.07,560103
2024-29-29,6.41,9.21,5.27,6.31,2570204
2024-29-30,6.1,7.01,2.64,6.99,2709069
2024-30-01,5.92,9.56,4.77,8.36,1903546
2024-30-02,9.5,10.89,5.56,6.11,638161
2024-30-03,4.44,5.71,1.24,2.37,132346
2024-30-04,4.14,6.42,0.03,6.07,1998094
2024-30-05,5.1,5.35,0.18,1.54,1799232
2024-30-06,2.17,6.79,-1.33,1.24,2302543
2024-30-07,2.59,6.85,1.34,3.29,2119813
2024-30-08,2.49,6.67,0.09,3.93,1791886
2024-30-09,2.0,3.73,-0.7,2.47,2370553
2024-30-10,2.17,6.13,-0.68,0.04,2163884
2024-30-11,0.46,4.29,-1.8,1.83,429108
2024-30-12,2.79,3.74,-0.43,0.06,1029342
2024-30-13,1.44,5.24,0.58,3.18,1368712
2024-30-14,2.65,2.91,-1.07,1.57,290838
2024-30-15,1.76,4.21,-0.6,-0.51,2215835
2024-30-16,0.56,1.88,-2.08,1.09,2631802
2024-30-17,-0.17,2.54,-1.44,1.62,1305673
2024-30-18,1.72,4.78,-0.69,2.79,2465473
2024-30-19,3.1,5.6,0.69,4.76,1635525
2024-30-20,6.28,11.21,2.11,9.14,2994122
2024-30-21,10.76,13.49,7.75,8.15,1305960
2024-30-22,7.14,10.28,4.3,7.93,1900497
2024-30-23,9.53,10.56,5.0,5.04,679920
2024-30-24,4.32,6.03,1.97,3.71,2752318
2024-30-25,5.31,5.61,2.45,5.26,2549689
2024-30-26,7.15,9.5,4.81,7.87,1416509
2024-30-27,6.7,8.19,5.38,7.64,1899619
2024-30-28,7.1,7.35,5.56,6.41,674969
2024-30-29,4.71,9.69,4.14,7.92,180553
2024-30-30,8.54,9.48,3.81,5.78,2791932
2024-31-01,6.47,10.62,2.27,3.76,2215782
2024-31-02,5.37,9.2,4.09,5.79,1313110
2024-31-03,6.44,11.11,4.07,9.47,2536213
2024-31-04,9.88,13.23,6.86,9.91,1691798
2024-31-05,10.8,13.73,6.41,7.73,1325463
2024-31-06,8.73,9.24,4.37,6.16,2173346
2024-31-07,4.35,9.08,1.91,3.38,2272456
2024-31-08,3.89,8.19,1.04,2.87,2073252
2024-31-09,1.84,2.25,-1.01,0.35,1161430
2024-31-10,-0.89,1.18,-4.16,-1.73,1788669
2024-31-11,-0.45,0.42,-2.45,-1.51,2955322
2024-31-12,0.09,1.96,-4.17,-2.67,1916352
2024-31-13,-1.94,-0.88,-5.65,-4.91,1716515
2024-31-14,-5.44,-4.06,-7.09,-6.35,761442
2024-31-15,-6.75,-6.1,-10.77,-9.12,840487
2024-31-16,-9.41,-4.53,-13.83,-7.27,1232332
2024-31-17,-5.62,-0.95,-7.8,-3.74,389812
2024-31-18,-5.63,-2.71,-7.75,-5.94,2148330
2024-31-19,-7.64,-5.41,-10.17,-6.16,2752254
2024-31-20,-7.84,-3.15,-9.57,-5.16,751696
2024-31-21,-5.51,-0.72,-7.87,-5.93,1400617
2024-31-22,-4.52,-2.72,-6.27,-6.05,2910283
2024-31-23,-5.42,-0.85,-9.57,-4.05,2177495
2024-31-24,-2.76,0.87,-7.02,-2.11,2731345
2024-31-25,-3.4,-1.74,-4.47,-3.69,579292
2024-31-26,-4.2,-0.74,-8.02,-1.33,2924115
2024-31-27,-2.95,0.75,-3.53,-2.93,2157673
2024-31-28,-4.29,-1.99,-6.96,-3.54,1395460
2024-31-29,-4.04,-3.71,-8.18,-6.44,544325
2024-31-30,-5.82,-3.08,-10.21,-5.14,2010631
2024-32-01,-3.4,1.3,-8.4,-3.12,1221823
2024-32-02,-2.71,-0.22,-3.73,-1.48,1958723
2024-32-03,0.51,3.27,0.27,1.98,1737713
2024-32-04,1.9,3.47,-2.05,0.82,1318252
2024-32-05,0.17,2.61,-1.79,1.3,1718476
2024-32-06,3.15,7.57,0.34,7.14,2362459
2024-32-07,8.35,12.76,5.38,11.25,2732256
2024-32-08,10.89,14.22,9.04,12.43,972598
2024-32-09,13.73,16.28,12.41,15.65,1116795
2024-32-10,16.61,19.8,11.73,19.55,2657341
2024-32-11,18.87,21.54,16.21,20.19,1696351
2024-32-12,19.77,23.59,19.45,21.39,1238682
2024-32-13,22.99,26.55,22.07,22.44,2681605
2024-32-14,23.21,23.79,19.84,23.51,2681022
2024-32-15,24.65,26.23,24.22,26.02,1426166
2024-32-16,24.81,28.82,22.13,22.39,2679619
2024-32-17,23.23,25.3,18.52,21.73,556129
2024-32-18,20.46,23.1,18.05,18.89,1219319
2024-32-19,18.87,23.25,17.15,22.66,350754
2024-32-20,23.33,24.74,18.56,21.18,2014245
2024-32-21,19.75,20.52,16.94,20.39,1392573
2024-32-22,22.22,23.78,21.61,23.1,336705
2024-32-23,21.57,25.34,20.53,24.37,2708204
2024-32-24,23.09,26.9,18.15,24.53,2468842
2024-32-25,22.97,23.36,20.79,22.98,2741281
2024-32-26,23.78,25.22,19.89,24.49,1714941
2024-32-27,25.29,26.48,21.49,21.54,822951
2024-32-28,23.29,28.19,19.05,25.81,1674050
2024-32-29,26.75,30.61,25.26,25.67,432871
2024-32-30,27.55,32.11,24.63,25.27,2823750
2024-33-01,25.53,29.8,23.18,26.28,126296
2024-33-02,26.13,28.47,22.87,27.28,2564630
2024-33-03,27.03,27.9,24.72,26.29,1552006
2024-33-04,27.38,29.01,24.96,28.72,2879953
2024-33-05,28.95,32.63,25.1,26.37,2896834
2024-33-06,27.21,32.0,22.92,31.74,1312261
2024-33-07,31.95,33.69,31.48,33.22,688996
2024-33-08,34.37,34.87,32.82,33.77,1345734
2024-33-09,33.68,38.01,30.45,33.17,1929274
2024-33-10,31.37,31.71,28.26,30.35,2374218
2024-33-11,32.31,34.86,30.0,30.42,638939
2024-33-12,29.31,30.26,26.79,28.06,2555572
2024-33-13,30.02,34.93,28.89,31.52,1671190
2024-33-14,32.5,33.68,29.45,32.56,2743021
2024-33-15,32.68,37.26,27.75,35.29,1604656
2024-33-16,33.31,35.2,32.45,35.12,496228
2024-33-17,35.81,40.58,31.96,36.54,2329697
2024-33-18,36.51,38.51,31.56,33.24,1696415
2024-33-19,34.73,36.36,34.49,36.32,1694770
2024-33-20,36.55,37.77,32.28,37.23,1350376
2024-33-21,37.12,40.43,36.8,40.13,1519136
2024-33-22,38.51,41.67,35.29,39.98,2051247
2024-33-23,41.13,45.85,36.53,41.48,482919
2024-33-24,40.65,41.44,40.1,40.39,2099195
2024-33-25,40.66,41.68,39.77,39.93,1912743
2024-33-26,39.53,43.19,36.37,39.1,587819
2024-33-27,37.58,38.28,32.95,34.12,2595569
2024-33-28,34.42,35.66,33.51,35.2,2442945
2024-33-29,35.98,37.97,32.9,37.05,418321
2024-33-30,35.39,38.6,34.91,37.08,1948694
2024-34-01,35.87,38.27,35.6,36.97,392709
2024-34-02,36.23,38.34,32.67,35.99,2172677
2024-34-03,36.32,38.02,32.75,33.03,2601614
2024-34-04,32.83,33.86,31.23,32.88,498466
2024-34-05,33.46,35.73,29.92,35.44,2772123
2024-34-06,35.26,40.08,34.16,35.22,2393669
2024-34-07,34.24,37.46,31.28,31.29,905269
2024-34-08,30.25,30.58,26.72,30.07,991861
2024-34-09,31.23,34.7,28.34,31.56,1217629
2024-34-10,31.77,33.09,30.43,30.66,341125
